,sedacounty,sedacountyname,totenrl,perecd,sesavgall,urban,suburb,town,rural,rswhtblk,sesavgwhtblk
15,01031,Coffee County,4258.8,0.49182382,-0.1774615943431854,0.0,0.0,0.7051264,0.2948736,0.10390806,2.812836885452271
16,01033,Colbert County,3738.8,0.55647707,-0.2217500954866409,0.34525684,0.31933588,0.0,0.33540729,0.091246903,2.207253932952881
17,01035,Conecuh County,721.9,0.90852553,-1.416155457496643,0.0,0.0,0.0,1.0,0.11969824,2.938889503479004
18,01037,Coosa County,527.8,0.75947005,-0.4493769109249115,0.0,0.0,0.0,1.0,0.0,2.163151264190674
19,01039,Covington County,2821.0,0.59553212,-0.7568798661231995,0.0,0.0,0.45981571,0.54018426,0.11270977,2.919590473175049
20,01041,Crenshaw County,1035.8,0.63439888,-0.9124985933303832,0.0,0.0,0.0,1.0,0.027947918,2.825446128845215
21,01043,Cullman County,5859.5,0.55855238,-0.2721149921417236,0.0,0.0,0.24130192,0.75869811,0.047497794,2.185223817825317
22,01045,Dale County,2992.3,0.63908178,-0.54567551612854,0.0,0.0,0.45726228,0.54273772,0.13334063,2.383087396621704
23,01047,Dallas County,3338.5,0.85696971,-2.288476228713989,0.0,0.0,0.52114391,0.47885609,0.40505651,3.821382999420166
24,01049,DeKalb County,5504.0,0.68982297,-0.6847038269042969,0.0,0.0,0.26144147,0.73855853,0.057299387,1.779477953910828
25,01051,Elmore County,6005.9,0.53995776,0.0175702814012766,0.0,0.34309646,0.51048827,0.14641525,0.077496745,2.489631175994873
26,01053,Escambia County,2660.0,0.72180986,-1.258409142494202,0.0,0.0,1.0,0.0,0.30964902,2.806748628616333
27,01055,Etowah County,7292.3,0.62064433,-0.4886979460716248,0.33473033,0.55279619,0.0,0.11247349,0.45394874,2.437848567962646
28,01057,Fayette County,1105.1,0.61394012,-0.6318413615226746,0.0,0.0,0.0,1.0,0.080809295,2.245507717132568
29,01059,Franklin County,2690.6,0.6625905,-0.6772366166114807,0.0,0.0,0.42660981,0.57339019,0.052113377,2.149664878845215
30,01061,Geneva County,1880.8,0.63636088,-0.8042975068092346,0.0,0.0,0.18857996,0.81142002,0.0096666366,2.457894325256348
31,01063,Greene County,578.7,0.92943054,-2.725085973739624,0.0,0.0,0.0,1.0,0.010309404,-66.0
32,01065,Hale County,1240.2,0.78718072,-1.814354062080383,0.0,0.0,0.30000001,0.69999999,0.42743558,3.491254091262817
33,01067,Henry County,1253.1,0.63594288,-0.4458009600639343,0.0,0.0,0.30000001,0.69999999,0.17201273,2.462754249572754
34,01069,Houston County,7301.3,0.64195323,-0.4399997293949127,0.59224606,0.0,0.0,0.40775394,0.34231728,3.180060148239136
35,01071,Jackson County,3846.8,0.62513125,-0.508541464805603,0.0,0.0,0.31507733,0.6849227,0.053631198,1.646016120910645
36,01073,Jefferson County,44550.8,0.58333147,-0.3747947514057159,0.33981907,0.63674378,0.0063111465,0.017126016,0.61714447,2.856362581253052
37,01075,Lamar County,1119.3,0.61710727,-0.8205147385597229,0.0,0.0,0.0,1.0,0.0080108922,2.485655307769775
38,01077,Lauderdale County,5886.9,0.5279274,-0.2932418286800385,0.33281544,0.0,0.0,0.66718453,0.30416074,2.780904054641724
39,01079,Lawrence County,2269.25,0.61420155,-0.2663982808589935,0.0,0.0,0.0,1.0,0.34539214,1.379870772361755
40,01081,Lee County,10338.9,0.47986713,-0.2970552146434784,0.52387863,0.25153628,0.0,0.22458512,0.17294422,2.427977323532104
41,01083,Limestone County,5632.0,0.50495124,-0.0008264131611213,0.0,0.067845143,0.25407138,0.67808348,0.12643947,1.630388617515564
42,01085,Lowndes County,771.6,0.919029,-2.095894336700439,0.0,0.0,0.0,1.0,0.013372979,4.199604034423828
43,01087,Macon County,1027.7,0.90886927,-1.854106187820435,0.0,0.0,1.0,0.0,0.06371589,2.483854055404663
44,01089,Madison County,23478.3,0.40685144,0.3286462426185608,0.45395473,0.39217186,0.0,0.15387341,0.3081792,2.467987537384033
45,01091,Marengo County,1893.1,0.7015875,-1.328383922576904,0.0,0.0,0.56528598,0.43471402,0.21100305,3.123274803161621
46,01093,Marion County,2248.35,0.58929372,-0.6447219252586365,0.0,0.0,0.0,1.0,0.024740947,1.974278092384338
47,01095,Marshall County,7787.2,0.61354089,-0.4743102788925171,0.0,0.0,0.51925284,0.48074713,0.03179625,2.299802780151367
48,01097,Mobile County,28410.2,0.70804268,-0.7569341063499451,0.93730438,0.06269563,0.0,0.0,0.48181686,2.839372873306274
49,01099,Monroe County,1720.55,0.71585232,-1.52691912651062,0.0,0.0,0.0,1.0,0.46051037,3.733019828796387
50,01101,Montgomery County,14868.6,0.71517229,-0.7329586148262024,0.98677593,0.0,0.0,0.013224083,0.32053441,3.12646484375
51,01103,Morgan County,8939.9,0.54272586,-0.1228031516075134,0.40790173,0.081161149,0.074243702,0.43669343,0.32842636,2.856732368469238
52,01105,Perry County,782.0,0.9120205,-2.446836233139038,0.0,0.0,0.0,1.0,0.011199173,-66.0
53,01107,Pickens County,1275.9,0.74634224,-1.274569511413574,0.0,0.0,0.0,1.0,0.40965378,3.799199104309082
54,01109,Pike County,1980.7,0.71109468,-1.237427353858948,0.0,0.0,0.1959859,0.80401409,0.11578096,3.295932769775391
55,01111,Randolph County,1743.9,0.68064564,-0.6084781289100647,0.0,0.0,0.41153613,0.58846384,0.12370113,2.136799335479736
56,01113,Russell County,4267.3,0.72509497,-1.158165812492371,0.0,0.6228478,0.0,0.37715223,0.19242957,1.714333176612854
57,01115,St. Clair County,5895.9,0.51230681,0.0160767734050751,0.0,0.0,0.18477683,0.81522316,0.01836019,1.76071560382843
58,01117,Shelby County,16209.0,0.31652349,0.9771930575370787,0.15005203,0.76423585,0.0,0.08571212,0.058170542,1.410882949829102
59,01119,Sumter County,819.2,0.90764046,-2.536825656890869,0.0,0.0,0.0,1.0,0.028100267,-66.0
60,01121,Talladega County,5718.1,0.72367132,-0.9444751739501952,0.0,0.0,0.26757008,0.73242992,0.17693219,2.512859582901001
61,01123,Tallapoosa County,2771.7,0.63715106,-0.7655380964279175,0.0,0.0,0.51839936,0.48160067,0.088903956,3.660367250442505
62,01125,Tuscaloosa County,12874.7,0.57496953,-0.2417317777872086,0.36458075,0.44528401,0.0,0.19013524,0.45782501,2.600760936737061
63,01127,Walker County,4902.5,0.60794967,-0.6991580724716187,0.0,0.0,0.25225157,0.74774843,0.13567224,3.011171340942383
64,01129,Washington County,1462.5,0.61691785,-0.6954329609870911,0.0,0.0,0.0,1.0,0.22872411,1.881673336029053
65,01131,Wilcox County,844.6,0.93371874,-2.557623147964478,0.0,0.0,0.0,1.0,0.011807195,-66.0
66,01133,Winston County,1960.6,0.62653255,-0.6743819713592529,0.0,0.0,0.0,1.0,0.0096070534,2.37185001373291
67,02013,Aleutians East Borough,106.1111111111111,0.72653514,-0.0495338328182697,0.0,0.0,0.0,1.0,0.30845481,-66.0
68,02016,Aleutians West Census Area,200.7777777777778,0.24633579,0.6308277249336243,0.0,0.0,0.10112086,0.89887917,0.0057432861,-66.0
69,02020,Anchorage Municipality,21609.33333333333,0.48939276,0.5793716311454773,0.99982834,0.0,0.0,0.0001716563,0.18208,1.894412159919739
70,02050,Bethel Census Area,2322.666666666667,0.84234184,-1.712520241737366,0.0,0.0,0.0,1.0,0.099617533,-66.0
71,02060,Bristol Bay Borough,66.88888888888889,0.52624303,0.432343989610672,0.0,0.0,0.0,1.0,0.0057835774,-66.0
72,02068,Denali Borough,104.3333333333333,0.26640257,0.9022849798202516,0.0,0.0,0.0,1.0,0.056853708,-66.0
73,02070,Dillingham Census Area,494.7777777777778,0.79301119,-0.9004416465759277,0.0,0.0,0.0,1.0,0.019556228,-66.0
74,02090,Fairbanks North Star Borough,6460.0,0.35950023,0.6185746788978577,0.77777779,0.22222222,0.0,0.0,0.06932272,0.9157068133354188
75,02100,Haines Borough,122.4444444444444,0.5144735,0.6599003672599792,0.0,0.0,0.0,1.0,0.0013850026,-66.0
76,02105,Hoonah-Angoon Census Area,136.0,0.70771021,-0.2556067407131195,0.0,0.0,0.0,1.0,0.30125204,-66.0
77,02110,Juneau City and Borough,2164.222222222222,0.28257427,0.7960450649261475,0.0,0.0,1.0,0.0,0.0079114791,2.208645582199097
78,02122,Kenai Peninsula Borough,4067.222222222222,0.43236884,0.2816831767559052,0.0,0.0,0.0,1.0,0.010283884,2.334001064300537
79,02130,Ketchikan Gateway Borough,976.1111111111112,0.40356755,0.12261863052845,0.0,0.0,1.0,0.0,0.032211743,-66.0
80,02150,Kodiak Island Borough,1109.111111111111,0.5387997,0.3371917307376862,0.0,0.0,1.0,0.0,0.015781211,-66.0
81,02164,Lake and Peninsula Borough,140.3333333333333,0.8133685,-0.8552950620651245,0.0,0.0,0.0,1.0,0.14874527,-66.0
82,02170,Matanuska-Susitna Borough,7974.0,0.40429401,0.1889542490243912,0.0,0.0,0.8888889,0.11111111,0.010776466,1.375365734100342
83,02180,Nome Census Area,318.6666666666667,0.63796586,-1.566388607025146,0.0,0.0,0.8888889,0.11111111,0.038283002,-66.0
84,02185,North Slope Borough,786.4444444444445,0.4677113,-0.7452255487442017,0.0,0.0,0.0,1.0,0.048025597,-66.0
85,02188,Northwest Arctic Borough,887.8888888888889,0.71495599,-1.918792605400085,0.0,0.0,0.0,1.0,0.018580634,-66.0
86,02195,Petersburg Borough,203.8888888888889,0.53819084,0.4389195442199707,0.0,0.0,0.44444445,0.55555558,0.0,-66.0
87,02198,Prince of Wales-Hyder Census Area,488.8888888888889,0.76944178,-0.5813546180725098,0.0,0.0,0.0,1.0,0.085904144,-66.0
88,02220,Sitka City and Borough,595.6666666666666,0.34602866,0.5130832195281982,0.0,0.0,1.0,0.0,0.015688617,-66.0
89,02230,Skagway Municipality,38.11111111111111,0.28313825,0.6424498558044434,0.0,0.0,0.0,1.0,0.0,-66.0
90,02240,Southeast Fairbanks Census Area,549.4444444444445,0.57561684,-0.0359072387218475,0.0,0.0,0.0,1.0,0.069563515,2.29646635055542
91,02261,Valdez-Cordova Census Area,673.0,0.4336617,0.5195550918579102,0.045609221,0.0,0.0,0.95439076,0.019531958,-66.0
92,02275,Wrangell City and Borough,130.2222222222222,0.49228871,-0.1604647785425186,0.0,0.0,0.0,1.0,0.0,-66.0
93,02282,Yakutat City and Borough,46.33333333333334,0.81062478,0.3991188406944275,0.0,0.0,0.0,1.0,0.0053862482,-66.0
94,02290,Yukon-Koyukuk Census Area,482.5555555555555,0.74003667,-2.049372911453247,0.0,0.3733049,0.0,0.6266951,0.087028354,-66.0
95,04001,Apache County,5433.95,0.7658602,-2.101247549057007,0.001674388,0.0,0.36931646,0.62900919,0.31602305,2.305500984191895
96,04003,Cochise County,9300.1,0.59897107,-0.2994674146175385,0.23691547,0.0023693235,0.5482741,0.21244109,0.086127758,0.2865322530269623
97,04005,Coconino County,8226.0,0.54679793,-0.0712075456976891,0.6489132,0.0020645198,0.28215083,0.06687142,0.04543582,2.08539867401123
98,04007,Gila County,3574.4,0.70958263,-0.6882783770561218,0.027545776,0.0,0.76361012,0.20884411,0.028371967,2.365037202835083
99,04009,Graham County,3081.5,0.5468908,-0.8207989931106567,0.0,0.0,0.82196134,0.17803864,0.02140018,2.336463451385498
100,04011,Greenlee County,797.6,0.39862075,-0.0908517614006996,0.0,0.0,0.76912379,0.23087616,0.013620728,2.348561525344849
101,04012,La Paz County,1168.8,0.81170213,-0.7412480711936951,0.00016227181,0.0,0.77194858,0.22788917,0.073110744,2.316688060760498
102,04013,Maricopa County,322233.75,0.54037571,0.209845632314682,0.58479804,0.33396247,0.01223874,0.069000743,0.25740957,1.9779212474823
103,04015,Mohave County,11536.6,0.63263232,-0.4755210280418396,0.15595263,0.0,0.71346921,0.13057816,0.019167555,1.875701665878296
104,04017,Navajo County,8351.15,0.70910966,-1.448749184608459,0.0029455589,0.0,0.60323918,0.39381528,0.052724861,1.363283514976501
105,04019,Pima County,66481.55,0.56623089,-0.1933520287275314,0.59476513,0.29754871,0.047841746,0.05984439,0.15734804,1.776626229286194
106,04021,Pinal County,26343.7,0.59546971,-0.0260362401604652,0.0029488145,0.28338924,0.24463628,0.46902564,0.083754659,1.443112134933472
107,04023,Santa Cruz County,4689.3,0.69504911,-0.9544252753257751,0.0073188511,0.0,0.68696988,0.30571127,0.33220768,2.344760894775391
108,04025,Yavapai County,12041.35,0.57506877,0.1414555758237839,0.21017934,0.18305013,0.30709177,0.29967874,0.026359707,0.9503352046012878
109,04027,Yuma County,17334.1,0.73700202,-0.798808217048645,0.76646554,0.0,0.21172868,0.021805773,0.079278857,1.533624768257141
110,05001,Arkansas County,1392.8,0.6989252,-0.828430712223053,0.0,0.0,0.61142069,0.38857928,0.13512808,2.978722095489502
111,05003,Ashley County,1727.0,0.69466412,-0.8943816423416138,0.0,0.0,0.79588431,0.20411567,0.058056694,3.21287989616394
112,05005,Baxter County,2349.2,0.60991871,-0.1370808482170105,0.0,0.0,0.62126535,0.37873465,0.0070570037,2.360546112060547
113,05007,Benton County,19402.5,0.47308975,0.5674142837524414,0.76626945,0.025954442,0.12789626,0.079879858,0.011008262,0.965456247329712
114,05009,Boone County,2804.9,0.5594632,-0.2204984426498413,0.0,0.0,0.44075564,0.55924433,0.012800142,2.359952688217163
115,05011,Bradley County,943.1,0.75110614,-1.416654706001282,0.0,0.0,0.6898126,0.31018743,0.036618646,3.765997886657715
116,05013,Calhoun County,255.7,0.71253312,-0.3993148505687714,0.0,0.0,0.0,1.0,0.0,2.259900808334351
117,05015,Carroll County,1775.3,0.7159462,-0.1281152963638306,0.0,0.0,0.7011919,0.2988081,0.015336696,2.359848976135254
118,05017,Chicot County,680.5,0.99661052,-2.337724924087524,0.0,0.0,0.25583556,0.74416441,0.033242222,3.599829912185669
119,05019,Clark County,1366.1,0.63852251,-0.6154961585998535,0.0,0.0,0.68339485,0.31660515,0.043238211,2.291550159454346
120,05021,Clay County,1149.4,0.65396392,-0.8036127090454102,0.0,0.0,0.60968119,0.39031881,0.0095329024,-66.0
121,05023,Cleburne County,1543.6,0.57376701,-0.0725015848875046,0.0,0.0,0.52006155,0.47993842,0.0061270506,-66.0
122,05025,Cleveland County,666.4,0.52973562,-0.6116776466369629,0.0,0.0,0.0,1.0,0.13209598,2.674481153488159
123,05027,Columbia County,1587.9,0.64351255,-1.113964557647705,0.0,0.0,0.81713003,0.18286997,0.14069127,3.289144992828369
124,05029,Conway County,1424.9,0.7055257,-0.5581509470939636,0.0,0.0,0.42510271,0.57489729,0.055050224,2.074315071105957
125,05031,Craighead County,7771.2,0.60216236,-0.41926509141922,0.52736902,0.086128652,0.0,0.38650233,0.31917107,3.685867786407471
126,05033,Crawford County,5059.4,0.63688534,-0.3549363315105438,0.0,0.71367067,0.12112429,0.16520503,0.01057532,2.019448041915894
127,05035,Crittenden County,4793.2,0.83723176,-1.481597185134888,0.0,0.92969573,0.027727062,0.042577241,0.35181385,3.358358383178711
128,05037,Cross County,1568.0,0.65233803,-0.5744451880455017,0.0,0.0,0.73086095,0.26913905,0.040849071,1.852811455726624
129,05039,Dallas County,477.1,0.69246465,-0.9653278589248656,0.0,0.0,0.4978936,0.50210643,0.064667337,1.880157113075256
130,05041,Desha County,1192.1,0.81757927,-1.898328423500061,0.0,0.0,1.0,0.0,0.068010844,3.497395753860474
131,05043,Drew County,1382.1,0.6398983,-0.8831460475921631,0.0,0.0,0.66553652,0.33446348,0.013227738,3.070050954818726
132,05045,Faulkner County,8336.5,0.48282945,0.0122785633429885,0.31922281,0.0,0.3220408,0.3587364,0.15745831,2.374863862991333
133,05047,Franklin County,1519.6,0.58284235,-0.5098522305488586,0.0,0.0,0.59079999,0.40919998,0.0069510466,2.383481740951538
134,05049,Fulton County,752.7,0.6540032,-0.8604441285133362,0.0,0.0,0.29071257,0.70928741,0.0063089095,-66.0
135,05051,Garland County,6742.3,0.64584422,-0.4383999407291412,0.47584224,0.0,0.0,0.52415776,0.28088501,2.799463033676147
136,05053,Grant County,1673.8,0.49664506,0.0974101051688194,0.0,0.0,0.84701216,0.15298787,0.0037687188,1.896090030670166
137,05055,Greene County,3365.4,0.61000592,-0.5140482783317566,0.0,0.0,0.89243329,0.10756671,0.013737516,2.829053401947021
138,05057,Hempstead County,1611.9,0.83440369,-0.7790990471839905,0.0,0.0,0.69885099,0.30114904,0.32579905,2.623496055603027
139,05059,Hot Spring County,2404.7,0.64180207,-0.5967581868171692,0.0,0.0,0.23341444,0.76658559,0.21427867,2.408431529998779
140,05061,Howard County,1364.8,0.72029597,-0.7644267082214355,0.0,0.0,0.64208275,0.35791725,0.24716762,2.338678121566772
141,05063,Independence County,2758.3,0.61975574,-0.3038035929203033,0.0,0.0,0.047644325,0.95235568,0.039625376,1.981977343559265
142,05065,Izard County,840.5,0.65623146,-0.4912828505039215,0.0,0.0,0.0,1.0,0.016408985,-66.0
143,05067,Jackson County,979.3,0.74550521,-1.308905959129333,0.0,0.0,0.49092993,0.50907004,0.16078359,2.351521730422974
144,05069,Jefferson County,5475.2,0.76341945,-1.330560922622681,0.70765966,0.0,0.0,0.29234034,0.53077608,2.667227029800415
145,05071,Johnson County,2136.5,0.74851286,-0.562491238117218,0.0,0.0,0.33008504,0.66991496,0.013472958,2.087853908538818
146,05073,Lafayette County,477.9,0.82997555,-1.131940364837646,0.0,0.0,0.0,1.0,0.056163229,2.603276968002319
147,05075,Lawrence County,1417.1,0.70301616,-0.7876390814781189,0.0,0.0,0.3658497,0.63415033,0.012386081,2.359113931655884
148,05077,Lee County,402.2,0.97770351,-2.197592735290527,0.0,0.0,1.0,0.0,0.0,3.367933511734009
149,05079,Lincoln County,745.9,0.63431603,-0.8265764117240906,0.0,0.0,0.0,1.0,4.1050902e-05,2.6017005443573
150,05081,Little River County,924.6,0.6491093,-0.7870728969573975,0.0,0.0,0.73304605,0.26695397,0.028946953,2.053236484527588
151,05083,Logan County,1613.2,0.72095484,-0.6788909435272217,0.0,0.0,0.66643357,0.33356643,0.017438039,2.355649709701538
152,05085,Lonoke County,6245.1,0.46306843,0.1101154088973999,0.0,0.75402224,0.18555352,0.060424265,0.16689108,2.555871963500977
153,05087,Madison County,1183.2,0.64424294,-0.1289817839860916,0.0,0.0,0.0,1.0,0.0025270572,-66.0
154,05089,Marion County,829.2,0.72543532,-0.4473875761032104,0.0,0.0,0.0,1.0,0.0098002087,-66.0
155,05091,Miller County,2928.2,0.674532,-0.7734086513519287,0.27203101,0.40123433,0.0,0.32673466,0.31528056,3.124505519866943
156,05093,Mississippi County,4082.5,0.8124361,-1.410306096076965,0.0,0.0,0.64579248,0.35420752,0.48064572,3.046499252319336
157,05095,Monroe County,493.4,0.9563961,-1.433487892150879,0.0,0.0,0.52479112,0.47520888,0.011142743,2.702747583389282
158,05097,Montgomery County,597.3,0.7424348,-0.4200881719589233,0.0,0.0,0.0,1.0,0.01162329,-66.0
159,05099,Nevada County,663.4,0.82887405,-1.026011943817139,0.0,0.0,0.56678581,0.43321416,0.015520966,2.849703788757324
160,05101,Newton County,507.6,0.74826217,-0.3054239451885223,0.0,0.0,0.0,1.0,0.021725178,-66.0
161,05103,Ouachita County,1833.4,0.73559624,-1.24655282497406,0.0,0.0,0.55855793,0.44144207,0.14738534,2.407159566879272
162,05105,Perry County,741.4,0.57693994,-0.2291539311408997,0.0,0.0,0.0,1.0,0.016673086,1.991788148880005
163,05107,Phillips County,1769.9,0.92826837,-2.448793888092041,0.0,0.0,0.63412631,0.36587369,0.42221713,3.733942270278931
164,05109,Pike County,832.6,0.68719935,-0.3801532983779907,0.0,0.0,0.0,1.0,0.078707032,2.522670745849609
165,05111,Poinsett County,1945.4,0.81981528,-1.215254187583923,0.0,0.0,0.33330199,0.66669804,0.11039487,2.978789806365967
166,05113,Polk County,1521.3,0.77511311,-0.5998229384422302,0.0,0.0,0.0,1.0,0.0075854082,2.24065899848938
167,05115,Pope County,4527.3,0.59174061,-0.3074957430362701,0.0,0.0,0.52863216,0.47136784,0.063396864,1.962152004241943
168,05117,Prairie County,548.0,0.70836926,-0.5561853051185608,0.0,0.0,0.0,1.0,0.046138264,2.616476535797119
169,05119,Pulaski County,25162.1,0.66574931,-0.2158210277557373,0.66431344,0.21594806,0.0039164904,0.11582204,0.25012052,2.6804039478302
170,05121,Randolph County,1091.8,0.69274938,-0.646669864654541,0.0,0.0,0.072190031,0.92780995,0.0028720784,2.521859169006348
171,05123,St. Francis County,1771.9,0.98328739,-1.92618727684021,0.0,0.0,0.75877953,0.2412205,0.37629935,2.44942831993103
172,05125,Saline County,8035.8,0.41905242,0.4064450263977051,0.0,0.82421285,0.057809673,0.11797749,0.063658543,1.888647079467773
173,05127,Scott County,1118.7,0.69298226,-0.9933608174324036,0.0,0.0,0.0,1.0,0.0062782252,2.368678569793701
174,05129,Searcy County,496.2,0.74216402,-0.5584909915924072,0.0,0.0,0.0,1.0,0.0062576844,-66.0
175,05131,Sebastian County,8980.9,0.65035552,-0.4125387072563171,0.72295821,0.0,0.14728343,0.12975837,0.25167418,2.716285228729248
176,05133,Sevier County,1513.8,0.77340001,-0.5549034476280212,0.0,0.0,0.14649303,0.85350698,0.032373223,2.116191387176514
177,05135,Sharp County,1365.8,0.71945292,-0.7784988880157471,0.0,0.0,0.32647705,0.67352295,0.0056739063,2.327000141143799
178,05137,Stone County,794.7,0.65960836,-0.8102810382843018,0.0,0.0,0.0,1.0,0.0036861452,-66.0
179,05139,Union County,3420.7,0.61881143,-0.8163502216339111,0.0,0.0,0.67189032,0.32810965,0.16013731,3.358129501342773
180,05141,Van Buren County,1041.2,0.78593981,-0.5570912957191467,0.0,0.0,0.0,1.0,0.0072919168,-66.0
181,05143,Washington County,17144.6,0.59843361,0.1252076029777527,0.77001423,0.073643066,0.048471551,0.10787116,0.083281852,2.17597222328186
182,05145,White County,5870.6,0.59067315,-0.3175726234912872,0.0,0.0,0.70460731,0.29539269,0.051317446,2.493867874145508
183,05147,Woodruff County,493.4,0.77373737,-1.480545043945313,0.0,0.0,0.0,1.0,0.29453295,3.217845439910889
184,05149,Yell County,1921.0,0.77019691,-0.4611536860466003,0.0,0.0,0.33463135,0.66536862,0.013890253,2.760622978210449
185,06001,Alameda County,100016.3,0.46788833,0.7118046879768372,0.53969467,0.4548018,0.0,0.0055035627,0.46656349,2.732082605361938
186,06003,Alpine County,55.7,0.62650734,-0.3999551832675934,0.0,0.0,0.0,1.0,-66.0,-66.0
187,06005,Amador County,1761.3,0.45298293,0.2688542604446411,0.0,0.0,0.89302558,0.10697441,0.0067289686,2.310440063476563
188,06007,Butte County,13703.3,0.61079717,-0.3668311834335327,0.46600291,0.013615112,0.44070509,0.079676896,0.041914914,2.383618593215942
189,06009,Calaveras County,2603.0,0.5358814,0.3018292784690857,0.0,0.0,0.21431737,0.78568262,0.018594198,1.835075616836548
190,06011,Colusa County,2126.1,0.78824711,-0.2665044963359833,0.0,0.0,0.76654243,0.23345758,0.045953851,2.134747743606567
191,06013,Contra Costa County,78056.9,0.44001019,0.8089008927345276,0.13389774,0.85306901,0.0028490212,0.010184239,0.44937772,2.399051666259766
192,06015,Del Norte County,1860.9,0.68722457,-0.7636598944664001,0.0,0.0,1.0,0.0,0.020142606,2.348533153533936
193,06017,El Dorado County,13209.8,0.33096504,0.8149068355560303,0.0,0.40022892,0.3752403,0.2245308,0.01856149,1.509348750114441
194,06019,Fresno County,89027.15,0.76161361,-0.797551691532135,0.48325646,0.20884007,0.22665164,0.081251822,0.34723258,3.340802431106567
195,06021,Glenn County,2404.6,0.7397083,-0.3017803430557251,0.0,0.0,0.74712723,0.25287277,0.069912583,2.331173419952393
196,06023,Humboldt County,8038.05,0.5927968,-0.3237691223621368,0.0,0.0,0.74636316,0.25363681,0.032734167,2.205517292022705
197,06025,Imperial County,16582.55,0.77878755,-1.263037204742432,0.26831454,0.29744709,0.32655847,0.1076799,0.20956823,2.76417350769043
198,06027,Inyo County,1222.45,0.58549058,0.1990980952978134,0.0067797094,0.0,0.68062109,0.31259918,0.061382726,-66.0
199,06029,Kern County,79691.2,0.73749739,-0.711327314376831,0.61649776,0.093626603,0.21467543,0.075200208,0.29208773,2.771439790725708
200,06031,Kings County,12642.9,0.74445397,-0.6937433481216431,0.32683048,0.20096327,0.32371917,0.14848706,0.11084343,0.9580528140068054
201,06033,Lake County,4074.8,0.74916565,-0.5887269973754883,0.0,0.0,0.68874252,0.31125745,0.028087523,2.196283340454102
202,06035,Lassen County,1746.0,0.57165122,-0.0247392244637012,0.0,0.0,0.48579326,0.51420671,0.034929048,2.396613121032715
203,06037,Los Angeles County,685001.5,0.7135486,0.0427874401211739,0.58162969,0.41288269,0.00086810446,0.0046195202,0.5600208,2.335633754730225
204,06039,Madera County,13821.4,0.7900719,-0.5277853012084961,0.67679363,0.0070314044,0.15625808,0.15991689,0.24717496,2.185949325561523
205,06041,Marin County,14690.2,0.32839537,1.419970989227295,0.21106219,0.75777966,0.0,0.031158153,0.21450076,2.24092960357666
206,06043,Mariposa County,871.8,0.59779441,0.0491185374557972,0.0,0.0,0.0,1.0,0.024898378,-66.0
207,06045,Mendocino County,5839.3,0.73685586,-0.2561865448951721,0.0,0.0,0.78053004,0.21946993,0.045478892,1.949604153633118
208,06047,Merced County,25468.0,0.81261361,-0.9526889324188232,0.41514644,0.19220108,0.2602261,0.13242638,0.16772534,2.081193685531616
209,06049,Modoc County,453.1,0.59645516,-0.2601383328437805,0.0,0.0,0.59174079,0.40825924,0.033902444,-66.0
210,06051,Mono County,765.3,0.61870104,0.659946858882904,0.0099326409,0.0,0.64668179,0.34338555,0.21066229,-66.0
211,06053,Monterey County,35163.6,0.76614535,0.1945563554763794,0.4795675,0.28082928,0.19664101,0.04296222,0.19834256,1.377414345741272
